Date,Open,High,Low,Close,SMA,STD,Upper Band,Lower Band,Upper Band 2,Lower Band 2,RSI,H-L,H-PC,L-PC,TR,ATR,Buy Signal,Sell Signal
2012-12-03,21.20178604125977,21.2353572845459,20.91071319580078,20.93535614013672,,,,,,,,0.3246440887451172,,,0.3246440887451172,,False,False
2012-12-04,20.7785701751709,20.7785701751709,20.43321418762207,20.566070556640625,,,,,,,,0.3453559875488281,0.1567859649658203,0.5021419525146484,0.5021419525146484,,False,False
2012-12-05,20.318214416503903,20.33035659790039,19.24178504943848,19.24250030517578,,,,,,,,1.0885715484619105,0.23571395874023438,1.3242855072021449,1.3242855072021449,,False,False
2012-12-06,18.890714645385746,19.761070251464844,18.522499084472656,19.544286727905277,,,,,,,,1.2385711669921875,0.5185699462890625,0.720001220703125,1.2385711669921875,,False,False
2012-12-07,19.76428604125977,19.82857131958008,18.928571701049805,19.04464340209961,,,,,,,,0.899999618530277,0.2842845916748047,0.6157150268554723,0.899999618530277,,False,False
2012-12-10,18.75,19.232500076293945,18.627857208251957,18.922143936157227,,,,,,,,0.6046428680419886,0.18785667419433594,0.4167861938476527,0.6046428680419886,,False,False
2012-12-11,19.27750015258789,19.62714385986328,19.19178581237793,19.335357666015625,,,,,,,,0.43535804748535156,0.7049999237060547,0.2696418762207031,0.7049999237060547,,False,False
2012-12-12,19.563213348388672,19.571428298950195,19.15250015258789,19.25,,,,,,,,0.4189281463623047,0.2360706329345703,0.18285751342773438,0.4189281463623047,,False,False
2012-12-13,18.96964263916016,19.20142936706543,18.7785701751709,18.917499542236328,,,,,,,,0.42285919189453125,0.04857063293457031,0.47142982482910156,0.47142982482910156,,False,False
2012-12-14,18.383928298950195,18.504642486572266,18.05642890930176,18.206785202026367,,,,,,,,0.44821357727050426,0.4128570556640625,0.8610706329345668,0.8610706329345668,,False,False
2012-12-17,18.176071166992188,18.571428298950195,17.901071548461914,18.52964210510254,,,,,,,,0.6703567504882812,0.3646430969238281,0.3057136535644531,0.6703567504882812,,False,False
2012-12-18,18.75,19.10357093811035,18.58035659790039,19.06785774230957,,,,,,,,0.5232143402099609,0.5739288330078125,0.05071449279785156,0.5739288330078125,,False,False
2012-12-19,18.98107147216797,19.060714721679688,18.76785659790039,18.796785354614254,,,,,,,,0.2928581237792969,0.0071430206298828125,0.3000011444091797,0.3000011444091797,,False,False
